event_id,claim_id,policy_no,event_date,event_type,event_channel,handler_name,amount,outcome,sla_met,response_time_hrs,notes,system_source,created_at
EVT-000145,CLM-00962,POL-891952,2021-09-09,Settlement Accepted,In-Person,Kimberly Phillips,,Pending,True,45.5,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2021-09-09
EVT-000146,CLM-00561,POL-598369,2021-01-20,Document Submitted,Fax,Patricia Garcia,,Follow-up Required,False,9.9,Document type: Police report received via Fax.,Portal,2021-01-20
EVT-000147,CLM-00053,POL-864491,2024-03-02,Inspection Completed,Mobile App,James Carter,,No Action Needed,True,64.4,On-site inspection completed. Findings: Further review required.,Portal,2024-03-02
EVT-000148,CLM-00476,POL-790993,2024-08-01,Claim Closed,Web Portal,Cynthia Nguyen,,Follow-up Required,False,9.8,Claim closed. Final disposition: Paid in full.,Portal,2024-08-01
EVT-000149,CLM-00255,POL-787277,2023-08-21,Document Submitted,Web Portal,Kimberly Phillips,,Follow-up Required,False,62.5,Document type: Photos received via Web Portal.,MobileApp,2023-08-21
EVT-000150,CLM-00484,POL-446479,2023-02-02,Appeal Filed,Phone,Cynthia Nguyen,,Escalated,True,19.7,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2023-02-02
EVT-000151,CLM-00414,POL-801474,2024-03-16,Status Update,Mobile App,Jessica Baker,,Escalated,False,54.0,Claim status updated to Escalated. Adjuster notes recorded.,Portal,2024-03-16
EVT-000152,CLM-00170,POL-378082,2021-12-02,Settlement Accepted,Web Portal,Margaret Rivera,,Escalated,True,51.0,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2021-12-02
EVT-000153,CLM-00067,POL-163918,2021-08-02,Settlement Offered,Phone,Christopher Hall,,Completed,False,10.9,,CMS,2021-08-02
EVT-000154,CLM-00175,POL-804318,2022-03-30,Claim Closed,In-Person,Sandra Anderson,,Pending,True,59.0,Claim closed. Final disposition: Denied.,CMS,2022-03-30
EVT-000155,CLM-00627,POL-346629,2023-07-28,Document Submitted,Mobile App,Jessica Baker,,Completed,True,65.5,Document type: Photos received via Mobile App.,CMS,2023-07-28
EVT-000156,CLM-00516,POL-487477,2021-11-29,Document Submitted,Phone,Joseph Johnson,,Pending,True,18.8,Document type: Photos received via Phone.,PhoneSystem,2021-11-29
EVT-000157,CLM-00551,POL-648177,2024-07-12,Inspection Completed,Mobile App,Jason Perez,,Escalated,True,56.0,On-site inspection completed. Findings: Damage consistent with claim.,PhoneSystem,2024-07-12
EVT-000158,CLM-00966,POL-922157,2020-03-12,Inspection Scheduled,Web Portal,Amanda Miller,,Escalated,True,23.4,Field inspection scheduled for 2020-03-26. Inspector: Amanda Miller.,PhoneSystem,2020-03-12
EVT-000159,CLM-00964,POL-340174,2023-05-19,Status Update,Email,Margaret Rivera,,Follow-up Required,True,65.1,Claim status updated to In Litigation. Adjuster notes recorded.,Portal,2023-05-19
EVT-000160,CLM-00189,POL-314181,2024-09-15,Settlement Accepted,Email,Christopher Hall,,Escalated,True,31.8,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2024-09-15
EVT-000161,CLM-00846,POL-539589,2022-04-20,Payment Issued,Phone,Margaret Rivera,42615.19,No Action Needed,False,51.3,"Payment of $42,615.19 issued to claimant. Check #436353.",CMS,2022-04-20
EVT-000162,CLM-00903,POL-340062,2022-06-08,Payment Issued,In-Person,Jason Williams,27673.98,Escalated,True,12.2,"Payment of $27,673.98 issued to claimant. Check #802888.",CMS,2022-06-08
EVT-000163,CLM-00892,POL-632323,2022-10-29,Claim Closed,Fax,James Carter,,No Action Needed,True,59.8,Claim closed. Final disposition: Paid in full.,PhoneSystem,2022-10-29
EVT-000164,CLM-00400,POL-413921,2021-04-01,Appeal Filed,Email,Sharon Anderson,,Follow-up Required,True,6.1,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2021-04-01
EVT-000165,CLM-00842,POL-666847,2021-08-27,New Claim,Mobile App,Donald Rodriguez,,Escalated,False,70.3,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2021-08-27
EVT-000166,CLM-00216,POL-680099,2021-11-27,Claim Closed,Email,Cynthia Nguyen,,No Action Needed,False,19.2,Claim closed. Final disposition: Partially paid.,CMS,2021-11-27
EVT-000167,CLM-00673,POL-176066,2022-03-15,Status Update,Mobile App,Kimberly Phillips,,Escalated,True,28.9,Claim status updated to Settled. Adjuster notes recorded.,Portal,2022-03-15
EVT-000168,CLM-00393,POL-898975,2022-01-02,Inspection Completed,In-Person,James Carter,,Follow-up Required,False,33.4,On-site inspection completed. Findings: Damage consistent with claim.,EmailGateway,2022-01-02
EVT-000169,CLM-00614,POL-161483,2021-04-06,Claim Closed,Email,Margaret Rivera,,Escalated,True,30.8,Claim closed. Final disposition: Partially paid.,Portal,2021-04-06
EVT-000170,CLM-00516,POL-487477,2021-10-08,Status Update,Web Portal,Susan Harris,,Escalated,False,32.5,Claim status updated to Escalated. Adjuster notes recorded.,PhoneSystem,2021-10-08
EVT-000171,CLM-00071,POL-238890,2022-10-20,Payment Issued,Email,James Carter,34988.85,No Action Needed,False,55.7,"Payment of $34,988.85 issued to claimant. Check #158510.",CMS,2022-10-20
EVT-000172,CLM-00377,POL-623481,2021-03-15,Inspection Scheduled,Fax,James Carter,,Escalated,True,44.2,Field inspection scheduled for 2021-03-21. Inspector: Sharon Anderson.,MobileApp,2021-03-15
EVT-000173,CLM-00643,POL-349565,2023-07-29,New Claim,Fax,Sandra Carter,,No Action Needed,False,0.9,Claim received and assigned claim number. Initial triage completed.,MobileApp,2023-07-29
EVT-000174,CLM-00685,POL-518801,2022-01-29,Settlement Offered,Mobile App,Jason Williams,,Escalated,True,38.9,,EmailGateway,2022-01-29
EVT-000175,CLM-00415,POL-133659,2020-12-31,Document Submitted,Mobile App,Sandra Anderson,,No Action Needed,False,54.0,Document type: Signed statement received via Mobile App.,PhoneSystem,2020-12-31
EVT-000176,CLM-00446,POL-946305,2022-05-07,Settlement Offered,Email,Jason Perez,,No Action Needed,True,66.8,,Portal,2022-05-07
EVT-000177,CLM-00424,POL-612340,2022-02-03,Settlement Offered,Mobile App,Jason Perez,,Completed,False,18.7,,Portal,2022-02-03
EVT-000178,CLM-00162,POL-590785,2022-03-19,Status Update,Fax,Sharon Anderson,,No Action Needed,True,19.6,Claim status updated to Pending Documentation. Adjuster notes recorded.,PhoneSystem,2022-03-19
EVT-000179,CLM-00609,POL-956795,2020-06-27,Settlement Offered,Mobile App,Margaret Rivera,,Follow-up Required,True,2.3,,MobileApp,2020-06-27
EVT-000180,CLM-00927,POL-246413,2021-11-27,Settlement Offered,In-Person,Jason Perez,,Completed,True,45.7,,CMS,2021-11-27
EVT-000181,CLM-00360,POL-292401,2022-03-17,Appeal Filed,Mobile App,Sharon Anderson,,Completed,True,39.3,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2022-03-17
EVT-000182,CLM-00059,POL-294851,2022-03-24,Claim Closed,Mobile App,James Carter,,Follow-up Required,True,5.0,Claim closed. Final disposition: Denied.,Portal,2022-03-24
EVT-000183,CLM-00014,POL-161324,2023-01-16,Claim Closed,Mobile App,Patricia Scott,,Completed,True,55.5,Claim closed. Final disposition: Paid in full.,CMS,2023-01-16
EVT-000184,CLM-00955,POL-808011,2022-03-07,Status Update,Mobile App,Kimberly Phillips,,Pending,True,20.8,Claim status updated to Escalated. Adjuster notes recorded.,PhoneSystem,2022-03-07
EVT-000185,CLM-00199,POL-479580,2023-03-20,Appeal Filed,Phone,Joseph Johnson,,Escalated,False,64.5,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2023-03-20
EVT-000186,CLM-00536,POL-544151,2023-12-23,Settlement Offered,Web Portal,Amanda Miller,,Pending,False,5.3,,Portal,2023-12-23
EVT-000187,CLM-00552,POL-430776,2023-05-13,Claim Closed,Email,Patricia Scott,,Escalated,True,56.8,Claim closed. Final disposition: Denied.,MobileApp,2023-05-13
EVT-000188,CLM-00928,POL-755674,2024-03-13,Claim Closed,Phone,Jessica Baker,,Follow-up Required,True,10.0,Claim closed. Final disposition: Paid in full.,CMS,2024-03-13
EVT-000189,CLM-00785,POL-269430,2021-07-21,Inspection Completed,Fax,Kimberly Phillips,,No Action Needed,True,31.6,On-site inspection completed. Findings: Pre-existing damage noted.,CMS,2021-07-21
EVT-000190,CLM-00368,POL-712554,2020-08-14,Document Submitted,In-Person,James Carter,,Pending,True,70.1,Document type: Photos received via In-Person.,Portal,2020-08-14
EVT-000191,CLM-00202,POL-133659,2024-03-24,Payment Issued,In-Person,Christopher Hall,41735.57,Completed,True,57.2,"Payment of $41,735.57 issued to claimant. Check #759843.",PhoneSystem,2024-03-24
EVT-000192,CLM-00693,POL-172132,2020-03-10,Payment Issued,Web Portal,Jason Williams,10252.5,Completed,True,19.2,"Payment of $10,252.50 issued to claimant. Check #739015.",Portal,2020-03-10
EVT-000193,CLM-00246,POL-156802,2022-01-27,Settlement Offered,Phone,Susan Nguyen,,Completed,True,46.3,,EmailGateway,2022-01-27
EVT-000194,CLM-00003,POL-608993,2022-02-17,Settlement Accepted,Email,Kimberly Thomas,,Pending,True,27.0,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2022-02-17
EVT-000195,CLM-00818,POL-174441,2023-11-09,Inspection Completed,Email,Kimberly Thomas,,No Action Needed,True,1.6,On-site inspection completed. Findings: Damage less than reported.,MobileApp,2023-11-09
EVT-000196,CLM-00395,POL-234628,2020-03-24,Settlement Accepted,In-Person,Amanda Miller,,Pending,True,26.5,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2020-03-24
EVT-000197,CLM-00943,POL-320861,2020-05-25,Appeal Filed,Fax,Kimberly Phillips,,Completed,False,49.0,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2020-05-25
EVT-000198,CLM-00018,POL-211579,2024-03-16,Status Update,Email,Sandra Anderson,,No Action Needed,False,11.9,Claim status updated to Pending Documentation. Adjuster notes recorded.,MobileApp,2024-03-16
EVT-000199,CLM-00290,POL-795613,2022-06-22,Payment Issued,Phone,Patricia Scott,27147.22,Pending,True,29.1,"Payment of $27,147.22 issued to claimant. Check #144294.",MobileApp,2022-06-22
EVT-000200,CLM-00737,POL-103402,2023-06-03,Inspection Completed,Fax,Sandra Carter,,Escalated,True,45.4,On-site inspection completed. Findings: Damage exceeds initial estimate.,EmailGateway,2023-06-03
EVT-000201,CLM-00539,POL-755674,2024-01-13,Settlement Accepted,Fax,Sandra Anderson,,No Action Needed,False,39.9,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2024-01-13
EVT-000202,CLM-00463,POL-234628,2021-04-23,Payment Issued,Fax,Susan Nguyen,34084.28,Follow-up Required,True,4.4,"Payment of $34,084.28 issued to claimant. Check #496916.",CMS,2021-04-23
EVT-000203,CLM-00758,POL-692683,2022-09-26,Payment Issued,Mobile App,Sandra Anderson,780.28,Follow-up Required,True,1.7,Payment of $780.28 issued to claimant. Check #933633.,MobileApp,2022-09-26
EVT-000204,CLM-00873,POL-322086,2020-12-08,Inspection Completed,Fax,Patricia Scott,,Pending,True,26.8,On-site inspection completed. Findings: Pre-existing damage noted.,MobileApp,2020-12-08
EVT-000205,CLM-00553,POL-688153,2022-09-08,Inspection Scheduled,Email,Kimberly Thomas,,Escalated,True,49.6,Field inspection scheduled for 2022-09-20. Inspector: Patricia Scott.,EmailGateway,2022-09-08
EVT-000206,CLM-00863,POL-413921,2024-06-28,Claim Closed,Fax,Joseph Johnson,,Completed,False,59.3,Claim closed. Final disposition: Partially paid.,MobileApp,2024-06-28
EVT-000207,CLM-00030,POL-624902,2024-04-29,Settlement Offered,Web Portal,Kimberly Phillips,,No Action Needed,False,56.5,,CMS,2024-04-29
EVT-000208,CLM-00883,POL-665579,2024-03-30,Inspection Scheduled,Email,James Carter,,Escalated,True,53.2,Field inspection scheduled for 2024-04-11. Inspector: Kimberly Martinez.,MobileApp,2024-03-30
EVT-000209,CLM-00899,POL-692683,2023-07-11,Claim Closed,Web Portal,Patricia Garcia,,No Action Needed,True,18.5,Claim closed. Final disposition: Denied.,CMS,2023-07-11
EVT-000210,CLM-00959,POL-839945,2023-11-11,Appeal Filed,Mobile App,Cynthia Nguyen,,Escalated,True,25.4,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2023-11-11
EVT-000211,CLM-00600,POL-728038,2020-12-17,Inspection Completed,In-Person,Joseph Johnson,,Follow-up Required,False,19.0,On-site inspection completed. Findings: Pre-existing damage noted.,MobileApp,2020-12-17
EVT-000212,CLM-00178,POL-656116,2020-07-17,Settlement Accepted,In-Person,Jason Perez,,No Action Needed,False,58.2,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2020-07-17
EVT-000213,CLM-00823,POL-359947,2022-02-17,Status Update,In-Person,Donald Rodriguez,,Escalated,True,47.8,Claim status updated to Denied. Adjuster notes recorded.,MobileApp,2022-02-17
EVT-000214,CLM-00692,POL-171262,2022-07-15,Inspection Scheduled,Fax,Susan Nguyen,,No Action Needed,True,60.8,Field inspection scheduled for 2022-07-23. Inspector: Kimberly Phillips.,EmailGateway,2022-07-15
EVT-000215,CLM-00224,POL-865388,2020-03-06,Document Submitted,Web Portal,Sharon Anderson,,No Action Needed,False,30.5,Document type: Signed statement received via Web Portal.,EmailGateway,2020-03-06
EVT-000216,CLM-00924,POL-863587,2021-03-13,Appeal Filed,Phone,Sharon Anderson,,Follow-up Required,False,6.4,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2021-03-13
EVT-000217,CLM-00495,POL-946721,2023-06-05,Claim Closed,In-Person,Donald Rodriguez,,Follow-up Required,False,37.2,Claim closed. Final disposition: Denied.,Portal,2023-06-05
EVT-000218,CLM-00493,POL-905635,2024-02-28,Appeal Filed,Email,Sandra Anderson,,No Action Needed,True,2.5,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2024-02-28
EVT-000219,CLM-00429,POL-804314,2020-01-24,Document Submitted,Email,Christopher Hall,,Pending,True,66.6,Document type: Tax return received via Email.,Portal,2020-01-24
EVT-000220,CLM-00132,POL-398830,2021-07-12,Payment Issued,Fax,Susan Nguyen,45494.89,Escalated,False,66.2,"Payment of $45,494.89 issued to claimant. Check #666611.",MobileApp,2021-07-12
EVT-000221,CLM-00860,POL-158655,2024-03-05,Settlement Offered,Phone,Christopher Hall,,No Action Needed,True,27.9,,CMS,2024-03-05
EVT-000222,CLM-00705,POL-857168,2021-10-08,Claim Closed,Email,Kimberly Martinez,,No Action Needed,True,7.2,Claim closed. Final disposition: Withdrawn by claimant.,MobileApp,2021-10-08
EVT-000223,CLM-00068,POL-669605,2023-03-05,Document Submitted,In-Person,Susan Nguyen,,No Action Needed,True,48.3,Document type: Tax return received via In-Person.,Portal,2023-03-05
EVT-000224,CLM-00341,POL-238890,2023-09-17,Settlement Accepted,Fax,Cynthia Nguyen,,Escalated,True,61.4,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2023-09-17
EVT-000225,CLM-00814,POL-757924,2021-10-07,Settlement Accepted,Web Portal,Patricia Scott,,Follow-up Required,True,36.5,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2021-10-07
EVT-000226,CLM-00949,POL-491559,2022-08-15,Inspection Completed,Mobile App,Sandra Carter,,Follow-up Required,True,22.8,On-site inspection completed. Findings: Damage less than reported.,PhoneSystem,2022-08-15
EVT-000227,CLM-00661,POL-680099,2021-03-11,Claim Closed,Email,Patricia Garcia,,Pending,True,69.4,Claim closed. Final disposition: Withdrawn by claimant.,PhoneSystem,2021-03-11
EVT-000228,CLM-00860,POL-158655,2020-04-16,Settlement Accepted,Phone,Amanda Miller,,Completed,True,2.2,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2020-04-16
EVT-000229,CLM-00144,POL-439902,2024-06-18,Settlement Offered,Email,Donald Rodriguez,,Escalated,False,71.2,,MobileApp,2024-06-18
EVT-000230,CLM-00439,POL-161483,2024-07-31,Inspection Scheduled,Fax,Donald Rodriguez,,Pending,True,57.0,Field inspection scheduled for 2024-08-11. Inspector: Jason Williams.,PhoneSystem,2024-07-31
EVT-000231,CLM-00152,POL-624902,2023-10-14,Settlement Accepted,Mobile App,Jason Williams,,Escalated,False,71.8,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2023-10-14
EVT-000232,CLM-00156,POL-226882,2020-05-14,Document Submitted,Email,Christopher Hall,,No Action Needed,True,60.4,Document type: Photos received via Email.,Portal,2020-05-14
EVT-000233,CLM-00741,POL-783823,2020-03-18,Appeal Filed,Mobile App,Kimberly Thomas,,Pending,False,69.9,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2020-03-18
EVT-000234,CLM-00049,POL-269396,2020-05-17,New Claim,In-Person,Kimberly Martinez,,Follow-up Required,True,70.8,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2020-05-17
EVT-000235,CLM-00569,POL-839945,2021-06-06,Payment Issued,Mobile App,Susan Harris,4695.8,Completed,True,51.8,"Payment of $4,695.80 issued to claimant. Check #778463.",EmailGateway,2021-06-06
EVT-000236,CLM-00863,POL-413921,2024-08-07,Settlement Accepted,Phone,Cynthia Nguyen,,Follow-up Required,True,38.3,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2024-08-07
EVT-000237,CLM-00143,POL-160738,2021-04-28,Claim Closed,Email,Donald Rodriguez,,Follow-up Required,True,34.6,Claim closed. Final disposition: Withdrawn by claimant.,PhoneSystem,2021-04-28
EVT-000238,CLM-00879,POL-890170,2022-04-03,Document Submitted,Phone,Amanda Miller,,Escalated,True,31.5,Document type: Medical records received via Phone.,PhoneSystem,2022-04-03
EVT-000239,CLM-00918,POL-102260,2022-06-06,Settlement Accepted,Web Portal,Sandra Carter,,No Action Needed,True,66.7,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2022-06-06
EVT-000240,CLM-00434,POL-905635,2024-09-30,Payment Issued,In-Person,Jason Perez,4160.4,Follow-up Required,True,32.4,"Payment of $4,160.40 issued to claimant. Check #582225.",EmailGateway,2024-09-30
EVT-000241,CLM-00142,POL-608993,2021-04-30,Status Update,Fax,Joseph Johnson,,Escalated,False,65.1,Claim status updated to Denied. Adjuster notes recorded.,Portal,2021-04-30
EVT-000242,CLM-00640,POL-179046,2020-09-20,Appeal Filed,Mobile App,Jessica Baker,,Pending,True,10.6,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2020-09-20
